"diri beliau... kritik gubernur Lampung, okelah kritik pemerintah Indonesia, oke masukan dia bagus. kritik diri dia gai, dia ga terima 🤣🤣",,,,,,,
"sekarang saya paham, knp masku slalu bilang kebebasan yang terlalu bebas bukanlah suatu yang baik",,,,,,,
tapi tidak utk di edukasikan tw seperti di siarkan....because makin banyak org yg berani dgn penyimpangan.....dan menentang agama kita sendiri....,,,,,,,
Stres,,,,,,,
"Yaampun apapun pembahasanya knp dy sering ngomong pngangguran, emg dy sesukses apa si, org yg gak nganggur aja msih ati2ngomong",,,,,,,
sakitt !!!!,,,,,,,
"Kak, tolong berhati2lah 🥺 Percayalah, byk pasiennku LSL & kena sakit **v. Pusing bgt kepalaku krna skrg stok obatnya lg susah2nya 😭",,,,,,,
kasian bgt sri pasti sedih bgt 😭😭😭,,,,,,,
"lebih cocok lu yang jadi pemerintah, sama sama otoriter, gamau di kritik sama orang lain 😂😂",,,,,,,Wed May 28 2025 01:26:28 GMT+0800 (Singapore Standard Time)
di twitter isinya ujaran kebencian semua,,,,,,,
X itu ibaratnya aplikasi penjara paling kejam😭,,,,,,,
semuanya dipermasalahin emang😃,,,,,,,
tapi gw suka sih main twitter lebih seru aja kalo pada ribut wkkw di tiktok orangnya lebih nurut sama opini populer.. di twitter sebagus apapun opinimu tetap ada celah buat jadi keributan🤣,,,,,,,
twiter tu isinya org darah tinggi semua kah,,,,,,,
seru bgt jirr masuk komunitas marah marah😭,,,,,,,
TAPI X TUH SERU BGT!!! baru buka dikit udh penuh ghibahan😭😭😭,,,,,,,
"twitter gua, ijazah ijazah ijazahh. uda gede masih aja mikirin hal ga penting 😭",,,,,,,
ril aplikasi sabung ayam 😭,,,,,,,
baru buka twitter langsung disambut komunitas marah marah 😔,,,,,,,
sec acc ig ketahuan:ok ok ok sec acc tt ketahuan:ok ok ok sec acc TWITTER KETAHUAN!!: HANCUR BUMI INI SUDAH😭,,,,,,,
di twitter tuh bahkan cuma nanya outfit cocok atau engga malah di saltyin anjay 😭😭,,,,,,,
apalagi chudai,,,,,,,
sarang anak abah itu🤣,,,,,,,
Twitter gw isinya kok beda🗿,,,,,,,
Di mata warga x semua pejabat gak ada yang bener kecuali Anis 😹,,,,,,,
"x gua isinya ko cuma mandarin semua trus ada chudai"" gitu ko beda ya?",,,,,,,
"loh, chudainya mana?",,,,,,,
"ga berani komen apa"" di twitter takut di rujak ntar 😭😭",,,,,,,
"apalagi di "" Komunitas Marah-Marah "" 🗿",,,,,,,
x itu ibaratnya aplikasi penjara paling kejam😭,,,,,,,
itu balik buat pamer apa gimana,,,,,,,
tidak di cari datang kembali😭😭😭,,,,,,,
NANTANGIN😭😭😭,,,,,,,
ngapain mbalik lg anj cape bgt😭🙏🏻,,,,,,,
recal recal di base musuh jr😭😭😭,,,,,,,
"ktkiiii21 di pencarian,Apakah itu orang nya😭",,,,,,,
ga espek bakal balik lagiii😭,,,,,,,
gapernah se ngakak ini liat cctv😭💔,,,,,,,
"gue bukan maling aja ngerti, lo ngapain pakek lewat lagi sih😭😭",,,,,,,
kasian bayinya diajak maling😭,,,,,,,
EDITORNYA PLS😭😭,,,,,,,
who the hell the editor? this is masterpiece😭😭🙏🏼,,,,,,,
blom dikejar mknya balik lagi😭,,,,,,,
mana cup sealer doang anjjj😭😭😭,,,,,,,
NGAKAK BGT ANJJ MALAH BALIK LGI😭😭,,,,,,,
Pas dia balik lg itu bukan kejadian pas dia ngambil tapi udh beberapa harinya dia lewat situ lagi dan warga tuh udah ngenalin maling nya lewat cctv jadi pas lewat dikenalin warga liat aja baju bini sama celana lakinya beda,,,,,,,
aura anak abahnya kuat banget,,,,,,,
Recall recall base musuh,,,,,,,
ngejer maling ampe tercepot-cepot sandal pun menyerah 😭,,,,,,,
lu ngapain balek anj 😭,,,,,,,
ngapain balik lagi anj😭😭😭,,,,,,,
maluuu. boikot FIFGROUP,,,,,,,
"""Mahasiswa hukum kehilangan hukum nya"" ""Mahasiswa Ekonomi Membeli Hukum dengan Ekonomi nya"" #JusticeForArgo",,,,,,,
barusan liat cctv kejadian tkp argo di akunnya nabilazoom1 ga tega bgt liatnya😭,,,,,,,
kita pake sanksi sosial kalo masih ga ngaruh gess,,,,,,,
duhh kalau kek gini waktunya netizen panggil Hotman Paris buat nanganin,,,,,,,
"mobil vs motor, mau benr salah ttp mobil yg dsalahkn, dlm kasus ini smpi pelaku g dthan y wajib dpertnyakn ats dasarnya apa",,,,,,,
SANKSI SOSIAL SEKARANG KALO HUKUM GA MAJU CEPET,,,,,,,
ayo buktikan kekuatan netizen,,,,,,,
buat mama argo peluk jauh. bunda memang susah dpat ke adilan di Konoha namun percaya lah keadilan dari tuhan itu nyata tidak akan di manipulasi.,,,,,,,
mukanya 'papa tolongin' 'papa urus ya' 'papa bantuin' bgt wkwk,,,,,,,
bahkan anak hukum kalah sama hukum negaranya sendiri#justiceforargo,,,,,,,
"@zi4n.nubagja: ""anak hukum dikhianati oleh hukum itu sendiri."" #justiceforargo",,,,,,,
berarti lawyer ada yg membela yg salah ya?,,,,,,,
semoga engkau mendapatkan keadilan ya nak argo,,,,,,,
"""mahasiswa hukum kehilangan hukumnya!"" ""mahasiswa ekonomi membeli hukum dengan ekonominya! "" tenang di surga argo! #JusticeForArgo",,,,,,,
lawyer ap?,,,,,,,
"KEADILAN BAGI SELURUH RAKYAT INDONESIA,BERGUNA GA SKRG?",,,,,,,
"Ketika kuasa membungkam proses hukum, publik harus bersuara lebih lantang #JusticeForArgo",,,,,,,
Mau liat laywrr dengan the power netizen indo,,,,,,,
hukum di indoo gini bngt???,,,,,,,
seketika akun erlysaa rame🗿,,,,,,,
berasa first date bukan ngonten😭,,,,,,,
"berarti klau cwek cantik pake Dear Up ya mas, klau cewek jelek pake bore upp 😁",,,,,,,
"ouh gitu,oke erlysa aku mundur",,,,,,,
"ga ekspek bngett kenalan, jalan jlan, di teraktir, di gombalin, sayang sayangan, di suapin😭🗿",,,,,,,
dari banyaknya cewek² yg di temuin baru kali ini yg paling cocok🙏🤧,,,,,,,
aura sarjana nya kuat banget🙏🏻😭,,,,,,,
dear up parfum kek mana sih.. mak2 ketinggalan berita 😂,,,,,,,
Dear up...judulnya A7X nih,,,,,,,
aku dear up lunar light 🔥🔥🔥🔥🔥,,,,,,,
"thank u ka rofi traktirannyaaa, wah part 2 mau nonton apa ya wkw🤩🙌🏻",,,,,,,
suka nya neraktir yg cantik² pilih² jg ternyata 😂,,,,,,,
Sama nih aku pake parfum Dearup yg lunar light wangi puolll🔥,,,,,,,
Real Dear up varian ( lunar light )baju 3 hari digantungpun masih nempel loh wanginya gw bukan buzerr gw pake asli!!,,,,,,,
"padahal niat gua mau belajar, malah buka tiktok",,,,,,,
"jujur yg nonton kak rafii & kak erlysaa pasti senyum""😊",,,,,,,
diliat liat mereka ini langsung cocok gasi😭😭,,,,,,,
pas gue liat profil nya semua cewe diginiin 🤣,,,,,,,
walid nak erlysa boleh? ☺️,,,,,,,
"Dear up, aku pake yg lunar light wangi nya tahan lama bgt🔥🔥🔥",,,,,,,
gloriosa di nerf parah jir 🗿,,,,,,,
Dan semua legenda berkumpul di situ gegara seorang anomali bernama “Ginny”🗿,,,,,,,
TOP GLOBAL SEMUA JIR😭,,,,,,,
sok kuat semua dibentak rocks D xebec pada ciut 😅😅tuuu hhhh,,,,,,,
"ini harusnya dibikin movie engga sih, pasti keren parah 😂🤣",,,,,,,
kong:ke god valey sono garp:malas kong:ada roger garp:serlok,,,,,,,
"Gmna gak hancur pulaunya , pngguna haki raja smua",,,,,,,
bajak laut rocks pada op² jir cuman gak kompak aja😂,,,,,,,
bjir ada bogard cuyy,,,,,,,
tempat nongkrong nya para legenda anjirr,,,,,,,
muka gloriosa muda kek nami banget njir 🤣,,,,,,,
god valley asik kayaknya kalo di jadiin movie,,,,,,,
"Semua punya agenda masing2 😂 Rocks nyari df, roger nyari rocks, sdngkan garp nyari roger😂",,,,,,,
si kaido disini kyk anak magang njir😂,,,,,,,
"3 kubu dengan masing masing leader mewarisi will of D, Gol D Roger, Monkey D Garp, Rocks D Xebec",,,,,,,
kaido ketar ketir sama Roger,,,,,,,
"tau ga sih,, jika linlin telat sedikit aja,, yg makan buah iblis kaido adalah ivankov 😭🗿🗿🗿",,,,,,,
stussy gw cok,,,,,,,
Nggak Ada Keroco Di Eps ini 💀,,,,,,,
"noh lihat percakapan terakhir.. rocks bilang apaan, jadi lu semua beranggapan roger di bantu garp? jangan men dewa dewa kan garp😂",,,,,,,
ini kalo jadi movie pasti keren parah,,,,,,,
bener bener ganta bikin flashback sm era sakayuv ☹️☹️,,,,,,,
"obat kangen sakayuv ya ganta 🥺,sakayuv kemana yaa",,,,,,,
Ganta skin lu banyak banget😭,,,,,,,
Ganta ❌ Ganti ✅,,,,,,,
The real CONTENT CREATOR!,,,,,,,
keburu imsak njirt 😔😭,,,,,,,
keluar semua emote ganta wkwk..,,,,,,,
"Gue yg ngira ini adalah iklan ,saking bagusnyaaa😭❤️",,,,,,,
Ganta❌ Ganggu✅,,,,,,,
perkara numpang sahurrr 😭😭😭,,,,,,,
Ada yang tau keberadaan sakayuv ?,,,,,,,
WKWJWKW LUCUU,,,,,,,
skin ganta banyak bet😭,,,,,,,
sakayuv kemana?😂,,,,,,,
ganta dngan 1000 skinnya😭,,,,,,,
gakuat bgt pas bahasaa kambing😭😭😭,,,,,,,
apa tadi bilang apa? TERLALU GANTENG? 💀,,,,,,,
Menjiwai❎ Memang jiwanya✅😭😭,,,,,,,
"pencarian gw""sakayuv kemana""",,,,,,,
Ganta g nya apa?😭,,,,,,,
Ganta skin nya banyak bgt😭,,,,,,,
"Dagu >>> All The Raid 2 Character (Ban The Assassin, Prakoso, Rama)",,,,,,,
yok bisa yok banyakin film gini jangan horor jawa mulu,,,,,,,
blind and deaf didn't stand a chance🙏,,,,,,,
john wick 💀💀💀,,,,,,,
terlalu cantik untuk jadi villain,,,,,,,
the raid 2,,,,,,,
4th Number is very Dangerous 💀,,,,,,,
"the Raid 1, police man the Raid 2, assassins",,,,,,,
Best martial arts movie is IP Man,,,,,,,
name of characters the raid and raid 2 1st:hummer girl 2nd:Bat Boy 3rd:Dagu 4th:Rama 5th:MadDog,,,,,,,
yayan ruhiyan di the raid 2 di nerf,,,,,,,
"syg bgt berhenti di the raid joe taslim, padhal gua berharap hidup lebih lama character dia ampe the raid 2 duo sama iko uwais",,,,,,,
sayangnya di kalahkan oleh senjata mereka sendiri,,,,,,,
film action terbaik di Indonesia menurut gw💀💀,,,,,,,
Equalizer ☠️,,,,,,,
The raid 2,,,,,,,
the raid redemptiom the raid berandal the night comes for us ada saran lagi gak yang actionnya selevel di atas?,,,,,,,
"yang paling bahaya itu sang maddog, bayangin dia tangan kosong aja jago apalagi pegang pisau💀😈",,,,,,,
Punisher and Daredevil> All that,,,,,,,
my favourite full of action movie,,,,,,,
"Banyakin film kayak The Raid & Forxtrot Six, jangan film horror yang storynya mirip mirip",,,,,,,
film yang ga pernah ngebosenin walaupun dah gw tonton ulang-ulang 😹,,,,,,,
kang mus the raid,,,,,,,
"kapan indo bikin film kek gini lagi ya😅😅😅, horror santet mulu bosen",,,,,,,
name?,,,,,,,
Andi (the raid 1) VS sersan jaka (the raid 1) ???,,,,,,,
mad dog would wipe everybody in 1v1🔥🔥🔥,,,,,,,
Film the raid from malaysia 🤭,,,,,,,
andai si rama memutuskan solo lawan mad dog di the raid 1💀,,,,,,,
apa aja itu judul film nya min?,,,,,,,
the raid better than all Hollywood movies,,,,,,,
Underrated Film Raid 2 once you watch it 💀 we need Raid 3,,,,,,,
ninja assassin ☠️☠️☠️☠️☠️☠️,,,,,,,
The last one is dangerous,,,,,,,
balikin bola nya,,,,,,,
gang yg melawan bassballman enak banget cuma KO doang(kecuali yg dibantai terakhir) sedangkan girl hammer sama assain ngebunuh gangnya,,,,,,,
seru co the raid semoga ada lagi,,,,,,,
the reyd 2 > all,,,,,,,
mad dog small but dangerous 💀,,,,,,,
the raid 2 is the best action movie ever,,,,,,,
cara dapetin RMC gmn,,,,,,,
MC si pembuka meta 🔥👍🔥,,,,,,,
"next klo ga eru ya hunt, siapa tau bawa mekanik baru kayak res pen type baru, dan tentu saja ditemani istri kesayangan",,,,,,,
lebih nunggu MC nihility soalnya sekarang MC selalu jadi pembuka gimmick baru kaya super break/true damage kali aja bisa ngangkat path nihility yang udah tenggelam,,,,,,,
"kemungkinan sih nanti mc dapet erudition yg job nya juga sebagai dps, karena mungkin kedepannya meta nya masih karakter aoe/blast dan sulit lebih laku dari feixiao kalo hunt",,,,,,,
cuman gaya mc harmony yang kece bjirt,,,,,,,
gak kebayang ferryman jadi char playable di hsr🤣🤣🤣,,,,,,,
"mentok2 paling jadi sub dps, kalo jadi dps nanti gak bisa jualan karakter😆",,,,,,,
damage kan udah punya destruction patch awal,,,,,,,
klo MC Dapet Path Eru bisa jadi pinter ga?🗿,,,,,,,
bukannya mc destruction itu udah kebilang dps ? (bertanya dengan nada dering),,,,,,,
mc harmony ✋😌🤚,,,,,,,
bro I want the template,,,,,,,
mc nihility💀,,,,,,,
sedang menunggu mc path eouridion😁,,,,,,,
ntar kalo nerima path Eru gimana cara-Nya ya kan caelus itu agak duongo,,,,,,,
"nunggu mc dps ? lo blm tau dmg break MC Mikel Jackson , FF Rappa aja kalah break dmg🗿",,,,,,,
MC=Pembuka meta😜,,,,,,,
mc yang berguna di antara game hoyo,,,,,,,
"mc full carry dr early, bkn char terlupakan🤣",,,,,,,
MC yang paling berguna diantara game hoyo,,,,,,,
"pencarianku ""utakata di buru ketua guild"" ketua guild 😭",,,,,,,
sebenarnya yang kuat utakata orang sampe ketua Akatsuki turuntangan untuk nangkap utakata,,,,,,,
"Utakata : njir lawan anak magang, kalau gua langsung di datengin admin njir😹",,,,,,,
"Don't forget, Killer Bee stopped mid fight to write a rap verse of his 😭🤣",,,,,,,
Sasuke would definitely died in that episode without her team💀💀,,,,,,,
That damn taijutsu of killerbee 💀🔥,,,,,,,
#NAME?,,,,,,,
"udah bawa heler, tank, sama suport tetep aja pulang sekarat😂",,,,,,,
Lagu ini melekat banget sama pertarungan sasuke vs killer bee 🥶🥶,,,,,,,
bro ngelawak dgn make chidori ke ninja negeri petir🗿,,,,,,,
even the sharinggan can't stop him easily,,,,,,,
magang di Akatsuki malah langsung tes Power🤣🤣 hampir mati Wak 😭😭,,,,,,,
pake fisik kalah pake pedang kalah pake genjutsu bee bebas adu power ke 4 nya pun masih belum nyamain power bee bahkan pengalaman bertarung aja masih unggul bee serba kalah dimana mana njirr,,,,,,,
killer bee vs sasuke ❎ killer bee vs 4 ✅,,,,,,,
"bro survived because of plot armour """,,,,,,,
si beban dpt kekuatan dikit sok ngelawan killer bee,,,,,,,
Sasuke gunain genjutsu ke Killerbee Hachibi: ada ada saja😹,,,,,,,
sasuke getting cooked by 8 tails and still has the guts to challenge the 9 tails,,,,,,,
zorro: i have 3 sword killerbee: really?,,,,,,,
plot armor toyib ngelebihin mc jir,,,,,,,
making a rap song in front of Sasuke was diabolical,,,,,,,
gada temennya mokad itu anak muda,,,,,,,
"disini sasuke di ayam ayamin bgtt sih, pdhl sasuke udh pake sharinggan yg notabene nya bisa baca pergerakan killer bee",,,,,,,
gunain elemen petir ke akamsi 🗿,,,,,,,
killer bee vs zoro is insane,,,,,,,
"jangankan bee, di gas utakata mode kesurupan rukobi aja udh modar Sasuke",,,,,,,
apa apaan 4 vs 1 dan yang ditangkap cuma tentakelnya hachibi 🤣🤣🤣,,,,,,,
dikasi buff dikit sung tes yg keras jir🗿,,,,,,,
kalo bener2 1vs1 saya rasa saskeh bisa mati🗿,,,,,,,
and OP fans think that zoro with his 3 swords is impressive. lmao,,,,,,,
"Jinchuriki terkuat dipegang oleh killer bee, Naruto, dan garaa",,,,,,,
tbh Sasuke can't win killer bee in 1vs1 and Naruto can't win pain in 1v1,,,,,,,
the fact that they're fighting a clone,,,,,,,
even with rasenggan itachi stands no chance against 4th Raikage,,,,,,,
ngendaliin pedang sebanyak itu tanpa Sharingan dengan tingkat sinkronisasi 100% bukan maen,,,,,,,
without team sasuke died long ago,,,,,,,
baru jd dpt buff malah ngajak by 1 killer bee njir 😭,,,,,,,
fuck ur sharingan that's 8 swords bruh,,,,,,,
"Kelebihan killer bee: Ninja Element petir (ga mempan chidori sasuke), jinchuriki ekor 8 (ga mempan di genjutsu), pengalaman bertarung dari pds 3.",,,,,,,
sumpah sasuke kerasukan apa sih nantangin killer bee,,,,,,,
"rocky tuh hnya teori,tpi praktek kosong 🤣🤣",,,,,,,
prestasi Rocky Gerung untuk negara ap?,,,,,,,
kali ini Roky gerung dpt musuh yg level nya jauh di atasnya KDM kerja nyata Roky gerung cuma omon omon saja,,,,,,,
si Rocky Gerung aja gapunya anak pake segala ngetik orang ngedidik anak,,,,,,,
yapping dengan milih kata kata yang ngga umum digunakan biar keliatan cerdas itulah Rocky gerung,,,,,,,
